,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,Netclan20241017,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,3,0.24999996875000394,0.015122873317348066,5.8108108108108105,0.4325581395348837,2.497347580138278,5.8108108108108105,93,215,4.538461538461538,1,18.413953488372094
1,Netclan20241018,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,4,2,0.33333327777778704,0.018987341712065373,9.1875,0.46258503401360546,3.8600340136054423,9.1875,68,147,3.05,2,9.156462585034014
2,Netclan20241019,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,5,0.3333333111111126,0.03409090901342975,10.85,0.4423963133640553,4.516958525345622,10.85,96,217,2.7523809523809524,1,8.341013824884792
3,Netclan20241020,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,10,7,0.17647057785467188,0.0389908255986449,13.833333333333334,0.5582329317269076,5.756626506024097,13.833333333333334,139,249,2.759493670886076,3,7.738955823293173
4,Netclan20241021,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,0,1,-0.9999990000010001,0.007462686511472489,8.5,0.49019607843137253,3.596078431372549,8.5,25,51,2.8297872340425534,1,8.019607843137255
5,Netclan20241022,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,3,0.24999996875000394,0.015122873317348066,5.8108108108108105,0.4325581395348837,2.497347580138278,5.8108108108108105,93,215,4.538461538461538,1,18.413953488372094
6,Netclan20241023,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,4,2,0.33333327777778704,0.018987341712065373,9.1875,0.46258503401360546,3.8600340136054423,9.1875,68,147,3.05,2,9.156462585034014
7,Netclan20241024,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,5,0.3333333111111126,0.03409090901342975,10.85,0.4423963133640553,4.516958525345622,10.85,96,217,2.7523809523809524,1,8.341013824884792
8,Netclan20241025,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,10,7,0.17647057785467188,0.0389908255986449,13.833333333333334,0.5582329317269076,5.756626506024097,13.833333333333334,139,249,2.759493670886076,3,7.738955823293173
9,Netclan20241026,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,4,2,0.33333327777778704,0.01694915249449392,8.25,0.503030303030303,3.501212121212122,8.25,83,165,3.096774193548387,1,9.127272727272727
10,Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,11,3,0.5714285306122479,0.033734939677747135,11.722222222222221,0.5450236966824644,4.906898367561875,11.722222222222221,115,211,3.045,1,8.76777251184834
11,Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,8,3,0.4545454132231443,0.030985915405673477,12.714285714285714,0.5786516853932584,5.31717495987159,12.714285714285714,103,178,3.1098265895953756,2,9.129213483146067
12,Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,9,4,0.3846153550295881,0.03672316373807016,8.6,0.5232558139534884,3.6493023255813952,8.6,90,172,3.283132530120482,2,10.186046511627907
13,Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,7,6,0.07692307100591762,0.03030303023239387,12.277777777777779,0.5746606334841629,5.140975364504777,12.277777777777779,127,221,3.210280373831776,1,9.244343891402714
14,Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,10,6,0.24999998437500096,0.05536332160773937,9.375,0.5266666666666666,3.960666666666667,9.375,79,150,3.111888111888112,2,9.46
15,Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,8,7,0.06666666222222252,0.03171247350589329,11.65,0.45064377682403434,4.840257510729614,11.65,105,233,2.606194690265487,1,7.197424892703863
16,Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,10,3,0.5384614970414233,0.03430079146622483,10.68421052631579,0.5270935960591133,4.484521648949961,10.68421052631579,107,203,2.9794871794871796,1,8.80295566502463
17,Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,2,1,0.33333322222225925,0.011278195446322574,8.846153846153847,0.4782608695652174,3.7297658862876255,8.846153846153847,55,115,3.2,1,10.173913043478262
18,Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,5,2,0.4285713673469475,0.020833333271329364,9.625,0.42207792207792205,4.018831168831169,9.625,65,154,3.2097902097902096,2,9.987012987012987
19,Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,12,3,0.5999999600000027,0.04297994257025804,8.789473684210526,0.5389221556886228,3.7313583359596594,8.789473684210526,90,167,3.006172839506173,1,9.281437125748504
20,Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,3,1,0.49999987500003124,0.02083333322482639,9.75,0.46153846153846156,4.084615384615385,9.75,36,78,2.671232876712329,1,7.6923076923076925
21,Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,1,1,0.0,0.010309278297374854,10.125,0.4567901234567901,4.232716049382716,10.125,37,81,2.710526315789474,1,7.716049382716049
22,Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,1,1,0.0,0.010256410203813281,10.25,0.43902439024390244,4.275609756097562,10.25,36,82,2.5324675324675323,1,7.414634146341464
23,Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,4,1,0.599999880000024,0.0256410255095332,10.125,0.48148148148148145,4.242592592592593,10.125,39,81,2.736842105263158,1,7.839506172839506
24,Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,4,1,0.599999880000024,0.026041666531032986,10.125,0.5061728395061729,4.252469135802469,10.125,41,81,2.776315789473684,1,7.827160493827161
25,Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,4,2,0.33333327777778704,0.030769230611439845,10.125,0.4691358024691358,4.237654320987654,10.125,38,81,2.6578947368421053,1,7.6419753086419755
26,Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,5,1,0.6666665555555741,0.017804154249839305,11.2,0.47023809523809523,4.668095238095238,11.2,79,167,2.7222222222222223,1,7.850299401197605
27,Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,11,5,0.37499997656250145,0.038277511870149494,11.333333333333334,0.4957983193277311,4.731652661064426,11.333333333333334,118,238,2.8078602620087336,1,8.1890756302521
28,Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,8,6,0.14285713265306196,0.03317535537162238,11.285714285714286,0.4810126582278481,4.7066907775768545,11.285714285714286,114,237,2.6375545851528384,1,7.675105485232067
29,Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,3,6,-0.33333329629630043,0.022613065269816417,11.736842105263158,0.484304932735426,4.888458815199434,11.736842105263158,108,223,2.689814814814815,1,7.367713004484305
30,Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,1,2,-0.33333322222225925,0.012931034427021404,7.428571428571429,0.4807692307692308,3.163736263736264,7.428571428571429,50,104,3.101010101010101,1,10.125
31,Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,12,2,0.7142856632653098,0.03562340957856639,10.473684210526315,0.48743718592964824,4.384448558582386,10.473684210526315,97,199,2.99468085106383,1,8.78894472361809
32,Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,5,3,0.24999996875000394,0.02056555264636105,11.31578947368421,0.413953488372093,4.691897184822522,11.31578947368421,89,214,2.681159420289855,1,8.219626168224298
33,Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,3,1,0.49999987500003124,0.013114754055361463,9.529411764705882,0.4074074074074074,3.9747276688453157,9.529411764705882,66,162,2.3419354838709676,1,6.814814814814815
34,Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,1,1,0.0,0.00896860982525287,12.125,0.4845360824742268,5.0438144329896915,12.125,47,97,2.6741573033707864,1,7.556701030927835
35,Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,3,1,0.49999987500003124,0.012578616312645861,7.875,0.49206349206349204,3.346825396825397,7.875,62,126,2.7478991596638656,1,7.531746031746032
36,Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,1,3,-0.49999987500003124,0.010723860561062035,17.3,0.5028901734104047,7.121156069364162,17.3,87,173,2.7515151515151515,2,7.658959537572255
37,Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,0,1,-0.9999990000010001,0.010869565099243857,24.0,0.375,9.75,24.0,9,24,2.5217391304347827,0,6.833333333333333
38,Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,4,1,0.599999880000024,0.01694915248491813,21.5,0.4573643410852713,8.782945736434108,21.5,59,129,2.6260162601626016,0,6.821705426356589
39,Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,0,1,-0.9999990000010001,0.011235954929933092,22.0,0.45454545454545453,8.981818181818182,22.0,10,22,2.6363636363636362,0,6.7272727272727275
40,Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,5,2,0.4285713673469475,0.02928870280632342,22.8,0.4824561403508772,9.312982456140352,22.8,55,113,2.6272727272727274,1,7.230088495575221
41,Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,6,2,0.4999999375000079,0.03305785110306673,10.083333333333334,0.33884297520661155,4.168870523415978,10.083333333333334,41,120,2.5652173913043477,3,7.625
42,Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,4,2,0.33333327777778704,0.022304832630837053,9.428571428571429,0.4318181818181818,3.944155844155844,9.428571428571429,57,131,2.7906976744186047,6,8.259541984732824
43,Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,8,4,0.3333333055555579,0.04938271584616166,8.642857142857142,0.35537190082644626,3.5992916174734355,8.642857142857142,43,120,2.6052631578947367,7,7.725
44,Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,7,7,0.0,0.051094890324471204,8.105263157894736,0.35714285714285715,3.384962406015038,8.105263157894736,55,151,2.4113475177304964,3,7.1655629139072845
45,Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,3,4,-0.1428571224489825,0.02583025820726842,10.76923076923077,0.44285714285714284,4.484835164835165,10.76923076923077,62,139,2.6666666666666665,1,7.9640287769784175
46,Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,4,2,0.33333327777778704,0.021978021897516402,15.11111111111111,0.4485294117647059,6.223856209150327,15.11111111111111,61,135,2.5303030303030303,1,7.7555555555555555
47,Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,3,2,0.199999960000008,0.020661156939416708,15.0,0.42857142857142855,6.171428571428572,15.0,45,104,2.8217821782178216,1,8.875
48,Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,3,2,0.199999960000008,0.02475247512498775,7.3,0.3972602739726027,3.0789041095890415,7.3,29,72,3.085714285714286,1,10.458333333333334
49,Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,4,2,0.33333327777778704,0.026200873248031123,13.285714285714286,0.4731182795698925,5.503533026113672,13.285714285714286,44,92,2.8620689655172415,1,8.684782608695652
50,Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,5,3,0.24999996875000394,0.030418250834911596,16.428571428571427,0.5217391304347826,6.780124223602484,16.428571428571427,60,114,2.790909090909091,1,8.62280701754386
51,Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,7,2,0.5555554938271674,0.03629032243431322,13.333333333333334,0.4,5.493333333333334,13.333333333333334,48,119,2.5555555555555554,4,8.008403361344538
52,Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3,2,0.199999960000008,0.024630541750588465,15.6,0.38461538461538464,6.393846153846154,15.6,30,77,2.36,1,6.896103896103896
53,Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,2,0.199999960000008,0.02336448587212857,12.142857142857142,0.49411764705882355,5.054789915966387,12.142857142857142,42,84,3.0365853658536586,1,9.357142857142858
54,Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,6,4,0.19999998000000202,0.025188916813126155,15.125,0.3884297520661157,6.205371900826447,15.125,94,241,2.4910714285714284,3,7.319502074688796
55,Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,8,3,0.4545454132231443,0.044897959000416494,12.444444444444445,0.4732142857142857,5.167063492063493,12.444444444444445,53,111,2.81651376146789,2,8.477477477477477
56,Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,8,2,0.599999940000006,0.0349650348427796,14.363636363636363,0.3987341772151899,5.904948216340621,14.363636363636363,63,157,2.296774193548387,5,6.630573248407643
57,Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,4,2,0.33333327777778704,0.03278688506673833,22.0,0.42424242424242425,8.96969696969697,22.0,28,65,2.492063492063492,1,6.953846153846154
58,Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5,5,0.0,0.040983606389411446,11.1,0.5045045045045045,4.641801801801802,11.1,56,110,2.7685185185185186,1,8.545454545454545
59,Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,4,2,0.33333327777778704,0.029268292540154672,14.666666666666666,0.3977272727272727,6.025757575757576,14.666666666666666,35,87,2.364705882352941,2,6.609195402298851
60,Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4,5,-0.11111109876543349,0.04522613042599934,16.6,0.39759036144578314,6.799036144578314,16.6,33,82,2.4,1,6.7073170731707314
61,Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6,4,0.19999998000000202,0.045662100248118266,13.714285714285714,0.3958333333333333,5.644047619047619,13.714285714285714,38,95,2.802197802197802,1,8.631578947368421
62,Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4,2,0.33333327777778704,0.02941176456170704,16.6,0.4457831325301205,6.818313253012049,16.6,37,82,2.4875,1,7.0
63,Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4,8,-0.3333333055555579,0.05529953891567033,12.875,0.49514563106796117,5.348058252427185,12.875,51,102,2.55,1,6.990196078431373
64,Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,6,2,0.4999999375000079,0.03571428555484694,9.454545454545455,0.4519230769230769,3.9625874125874128,9.454545454545455,47,102,2.4752475247524752,3,7.2745098039215685
65,Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,5,2,0.4285713673469475,0.032407407257373115,10.0,0.43,4.172,10.0,43,99,2.5510204081632653,2,7.585858585858586
66,Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,2,1,0.33333322222225925,0.017543859546527138,15.6,0.47435897435897434,6.429743589743589,15.6,37,78,2.6,1,6.948717948717949
67,Netclan20241084,https://insights.blackcoffer.com/data-transformation/,4,1,0.599999880000024,0.029411764532871972,9.625,0.36363636363636365,3.9954545454545456,9.625,28,77,2.52,2,7.116883116883117
